Symbol,Name,PE Ratio,Sector PE,PB Ratio,Sector PB,PEG Ratio,EV/EBITDA,ROA %,ROE %,ROCE %,ROE 3Y Avg %,ROCE 3Y Avg %,Net Profit (Cr),Net Profit Prev (Cr),Debt/Equity,Interest Coverage,Net Profit Margin %,EPS Current,EPS Last Year,EPS Growth 3Y %,Sales Growth 1Y %,Sales Growth 3Y %,Profit Growth 1Y %,Profit Growth 3Y %,Free Cash Flow (Cr),Dividend Yield %,Dividend Payout %,Promoter Holding %,Pledge %,FII Change %,DII Change %
TARIL.NS,T R I L,33.08,33.08,5.65,5.51,0.38,19.92,11.22,19.11,23.3,18.85,22.03,272.17,216.43,0.3,7.51,10.85,8.61,8.81,78.99,14.6,21.59,-0.16,86.56,-214.78,0.07,2.84,64.36,21.84,-0.53,-0.23
TATACAP.NS,Tata Capital,28.63,20.01,3.39,1.81,1.67,16.01,1.83,12.36,8.58,13.25,9.1,4890.91,3655.02,5.15,1.45,15.59,12.86,11.42,10.49,11.09,32.3,29.63,17.17,-38928.56,0.16,4.96,85.41,0,0.29,-0.03
TATACHEM.NS,Tata Chemicals,0,18.77,0.76,1.21,0,11.32,1.18,1.27,3.42,1.59,5.06,-1715,387,0.38,1.42,3.1,-84.97,-74.41,-50.77,2.04,-4.58,-192.92,-50.77,129,1.73,-14.79,37.98,0,0.16,-1.72
TATACOMM.NS,Tata Comm,45.93,43.63,13.87,11.27,-3.02,11.38,3.84,32.61,14.63,47.51,15.65,996.85,1836.78,3.55,3,4.23,33.19,35.14,-15.22,8.3,11.61,-0.07,-15.22,2059.69,1.04,49.8,58.86,0,-0.69,0.71
TATACONSUM.NS,Tata Consumer,63.39,18.6,4.8,1.07,5.06,33.49,4.66,7.35,9.24,7.52,9.68,1546.8,1287.1,0.13,17.29,7.59,16.52,15.59,11.57,15.6,13.76,25.43,12.52,2015.76,0.95,64.16,33.83,0,-0.71,0.81
TATAELXSI.NS,Tata Elxsi,32.54,21.41,7.5,3.34,-11.75,20.16,18.44,23.58,30,28.65,36.33,628.43,784.94,0.05,67.5,18.52,105.09,100.88,-2.78,5.19,6.11,-5.4,-2.77,653.65,2.05,74.35,43.9,0,-1.23,-0.36
TATAINVEST.NS,Tata Inv.Corpn.,76.26,25.28,1.12,0.81,3.84,66.82,1.29,1.44,1.57,1.32,1.49,433.68,312.09,0,855.77,107.6,8.52,8.57,19.86,30.99,13.26,31.64,19.86,279.08,0.52,39.67,73.38,0,0.04,0.02
TATAPOWER.NS,Tata Power Co.,30.68,27.36,3.04,2.35,5.14,10.6,3.18,10.21,10.53,11.03,10.95,5117.56,4775.37,1.93,2.29,8.41,12.09,11.73,5.97,-4.19,4.24,-5,5.97,5993.33,0.67,21.32,46.86,0,-0.01,0.14
TATASTEEL.NS,Tata Steel,19.36,17.52,2.24,1.65,2.02,8.21,3.99,11.71,12.52,7.44,9.45,10885.82,3173.78,0.9,3.54,4.92,8.84,8.65,8.82,10.51,-1.56,147.26,9.59,21906.07,2.18,46.23,32.94,0,0.32,-0.23
TATATECH.NS,Tata Technolog.,51.58,24.61,8.53,3.01,-87.42,30.81,7.9,16.34,20.9,19.2,25,546.59,676.95,0.24,20.83,11.14,13.72,13.46,-0.61,15.21,7.64,-5.02,-0.59,743.49,1.01,86.91,55.17,0,0.53,1.04
TBOTEK.NS,TBO Tek,68.76,40.95,11.92,2.76,3.64,37.06,3.08,17.37,18.33,24.28,29.31,244.31,229.89,0.49,7.18,8.91,24.38,22.5,17.29,68.93,35.99,25.18,18.9,-87.47,0,0,44.4,0,-0.78,0.75
TCS.NS,TCS,15.5,21.41,7.75,3.34,2.07,10.6,30.95,51.81,63.03,51.9,63.98,49454,48797,0.11,55.9,19.69,137.64,136.01,7.9,7.7,5.8,8.97,7.5,48013,2.79,80.92,71.77,0,-0.59,0.07
TDPOWERSYS.NS,TD Power Systems,85.65,33.08,21.97,5.51,2.41,58.07,14.74,24.72,34.02,22.13,29.91,238.77,174.58,0.02,225.94,12.87,17.6,15.28,35.54,54.29,28.62,45.27,35.59,18.62,0.14,10.73,26.87,0,-0.51,1.64
TECHM.NS,Tech Mahindra,29.47,21.41,5.27,3.34,25.85,16.13,10.68,17.53,23.12,13.28,17.85,4805.5,4253,0.07,20.6,8.78,52.41,49.1,0.94,10.95,2.16,17.18,1.14,5625.9,3.2,93.88,34.96,0,0.07,-0.42
TECHNOCRAF.NS,Technocraft Ven.,30.11,20.07,0,2.83,0.5,18.5,13.88,30.58,30.79,27.46,26.53,43.32,28.2,0.55,5.79,12.56,14.39,14.39,0.78,23.41,24.52,53.62,59.98,27.05,0,0,70.01,0,0,0
TECHNOE.NS,Techno Elec.Engg,22.25,16.03,2.73,1.86,0.67,17.75,8.9,12.97,15.95,12.94,16.51,541.94,428.1,0.01,15.37,15.89,44.26,46.6,29.91,35.12,49.85,20.89,33.32,-592.08,0.91,15.02,56.93,0,-0.57,-1.11
TEGA.NS,Tega Inds.,0,32.46,3.92,4.19,0,36.35,4.46,5.94,8.09,11.14,15.03,142.65,200.12,0.12,1.31,8.43,0.65,18.99,-11.86,84.88,11.7,-100.47,-8.13,214.4,0.11,10.53,67.51,0,0.66,-0.29
TEJASNET.NS,Tejas Networks,0,48.84,3.09,6.3,0,-21.35,-9.15,-26.82,-14.64,-4.01,1.5,-908.89,446.53,1.43,-3.24,-82.38,-51.69,-51.14,0,-82.76,6.26,-623.61,0,-748.66,0.49,0,53.33,0,0.53,-0.28
TENNIND.NS,Tenneco Clean,36.95,30.3,19.17,3.42,2.08,22.84,23.25,44.41,60.76,41.99,56.6,604.36,553.14,0.04,24.95,11.55,14.89,14.95,-4.67,15.45,3.83,8.81,17.76,1345.1,0,171.74,74.79,0,0.75,-1.13
TEXRAIL.NS,Texmaco Rail,19.76,58.86,1.81,3.56,0.2,11.14,3.96,7.63,11.38,7.65,11.86,193.57,248.88,0.38,3.39,4.47,5.32,4.8,81.96,-14.32,24.96,-1,96.75,195.62,0.71,15.64,48.34,0,-2.21,-0.66
THANGAMAYL.NS,Thangamayil Jew.,43.24,19.17,11.98,3.14,0.67,27.5,11.08,28.07,25.49,23.83,19.84,351.65,118.71,0.64,8.42,4.16,125.81,113.14,64.12,83.21,39.18,264.16,64.26,248.95,0.33,15.91,61.61,0,1.17,-0.98
THELEELA.NS,Leela Palaces Hotels,40.19,27.61,2.81,2.13,0.38,23.88,4.75,8.21,8.73,0,17.06,403.03,47.66,0.28,4.47,26.76,13.27,12.07,0,19.1,21.1,240.9,105.68,261.8,0,0,75.91,73.65,-0.75,1
THERMAX.NS,Thermax,87.36,33.08,8.66,5.51,12.7,43.21,4.49,10.55,13.94,11.53,15.06,720.26,626.7,0.42,6.4,5.13,49.8,60.47,6.88,4.74,10.02,-17.98,6.88,-400.9,0.35,3.13,61.99,0,0.21,-0.27
THOMASCOOK.NS,Thomas Cook (I),21.22,40.95,1.88,2.76,0.1,7.38,3.01,9.27,14.94,11.47,17.57,220.48,258.39,0.21,4.3,2.67,4.65,4.65,222.24,-4.26,18.49,-12.01,222.24,566,0.49,10.75,64.77,0,-1.38,-0.01
THYROCARE.NS,Thyrocare Tech.,49.95,35.71,15.41,5.75,1.4,30.05,22.31,28.4,35.38,19.52,26.1,162.85,90.75,0.09,71.28,19.37,11.08,10.24,35.69,21.09,16.33,69.85,35.8,197.75,1.65,136.68,60.92,100,0.06,-0.08
TI.NS,Tilaknagar Inds.,63.79,47.25,4.83,2.48,1.21,31.46,6.86,13.09,11.78,18.97,20.65,20.87,229.59,0.77,2.28,10.78,-1.06,0.84,38.66,100.02,26.3,-18.7,52.62,-3977.96,0.17,118.43,31.67,12.4,0.01,0.36
TIINDIA.NS,Tube Investments,91.25,30.3,7.32,3.42,-8.08,21.02,6.22,9.95,17.14,15.39,21.74,1118.22,1054.29,0.1,32.35,5.08,31.34,32.9,-11.36,17.62,15.15,-3.12,-11.29,-265.66,0.12,10.64,43.93,0.01,0.93,-0.74
TIMETECHNO.NS,Time Technoplast,19.31,22.51,2.31,2.25,0.66,10.33,9.5,13.43,16.71,13.43,16.56,476.61,394.44,0.18,9.91,7.81,10.13,9.5,25.34,15.51,12.49,21.33,29.05,-137.17,0.78,15.8,47.57,0,-2.34,0.19
TIMKEN.NS,Timken India,58.37,67.25,8.03,6.17,85.84,35.35,11.1,13.69,18.26,15.9,20.85,398.33,447.39,0,167.76,11.65,54.41,52.96,0.68,11.56,6.8,-10.12,0.68,140.46,0.08,4.72,51.05,0,0.36,-0.37
TIPSMUSIC.NS,Tips Music,38.74,41.35,32.02,1.44,0.99,28.49,58.61,87.56,118.47,83.2,110.37,216.75,166.56,0.02,1203.71,54.74,16.79,16.96,39.31,21.28,26.21,27.11,39.1,190.79,2,76.65,64.15,0,0.51,0.42
TITAGARH.NS,Titagarh Rail,58.86,58.86,4.66,3.56,8.29,29.75,4.09,6.47,10.6,11.3,17.37,122.82,274.92,0.25,5,5.01,14,9.13,2.94,-10.22,4.65,3.05,7.1,-45.31,0.12,10.95,40.46,0.06,0.2,2.92
TITAN.NS,Titan Company,77.16,19.17,28.65,3.14,4.66,47.84,10.18,37.69,20.54,34.44,20.79,5073,3337,1.95,7.22,5.88,64.88,57.14,16.56,45.05,29.24,57.18,16.56,4713,0.3,26.32,52.9,0,-0.26,0.31
TMB.NS,T N Merc. Bank,9.53,14.1,1.3,1.33,1.04,14.41,1.89,13.99,7.51,14.11,7.39,1337.55,1182.61,6.24,1.58,22.98,91.2,84.47,9.12,12.96,12.56,20.33,9.12,-219.11,1.44,14.8,0,0,0.54,0.05
TMCV.NS,Tata Motors,23.69,27.69,13.81,10.49,0,13.79,7.98,34.02,35.9,0,35.9,3030,3195,0.44,14.08,4.72,0,8.23,0,15.43,0,52.95,0,12878,0.84,48.58,42.56,0,-0.45,0.61
TMPV.NS,Tata Motors PVeh,118.11,48.12,1.05,5.1,0.51,7.28,22.91,75.66,2.73,52.36,12.77,82645,28149,0.71,1.06,25.81,215.2,223.74,220.87,-5.62,-1.01,-94.22,232.1,-23195,0.94,1.34,42.51,0,-0.18,0.18
TORNTPHARM.NS,Torrent Pharma.,85.32,32.56,20.19,3.99,3.94,39.87,7.47,27.43,15.19,26.17,21.8,2138.18,1911.25,1.79,5.7,15.5,63.7,63.92,21.65,32.85,13.27,10.49,21.65,2386.27,0.76,59.45,60.78,0,1.79,3.81
TORNTPOWER.NS,Torrent Power,27.07,27.36,3.3,2.35,7.34,12.9,5.74,12.47,13.66,15.17,14.79,2469.36,3058.61,0.73,4.21,8.07,46.12,47.95,2.07,4.09,4.08,-15.43,3.69,-2156.45,1.6,41.71,51.09,0,0.13,-0.13
TRANSRAILL.NS,Transrail Light,14.76,33.08,2.71,5.51,0.26,6.93,6.12,19.99,29.18,21.37,33.14,403.59,326.63,0.3,3.59,6.05,30.17,30.06,-13.46,14.95,29.72,9.71,56.27,531.83,0.65,6.65,71.12,0,0.32,-1.63
TRAVELFOOD.NS,Travel Food,36.46,88.27,12.01,10.17,1.6,20.52,21.63,35.34,42.37,36.14,39.49,452.32,379.66,0.17,11.04,27.45,36.15,33.49,-62.11,4.36,15.58,19.14,22.76,353.84,0,30.61,86.19,0,0.1,0.31
TRENT.NS,Trent,86.88,46.36,22.67,3.31,1.23,39.85,16.34,27.74,28.34,28.55,27.61,1721.33,1534.41,0.37,14.63,8.61,33.93,32.25,70.71,16.92,34.55,15.45,70.71,931.21,0.13,8.27,37.01,0,-0.45,0.88
TRIDENT.NS,Trident,31.63,18.76,2.63,1.77,-5.73,14.33,5.05,7.91,9.79,8.09,9.9,377.11,370.73,0.38,5.87,5.54,0.78,0.74,-5.52,-2.45,1.9,-9.37,-5.52,460.52,2.03,67.57,73.68,0,0.11,0.03
TRITURBINE.NS,Triveni Turbine,53.09,33.08,12.75,5.51,2.16,35.7,14.73,25.23,34.12,27.26,37.93,349.45,358.63,0.02,197.38,15.39,10.58,11,24.55,17.7,20.47,1.6,24.55,39.36,0.73,38.64,55.84,0,-0.23,-0.53
TRIVENI.NS,Triven.Engg.Ind.,25.28,16.97,1.96,1.19,-1.31,15.13,4.4,8.68,9.02,10.21,10.82,268.71,238.26,0.65,4.7,4.45,12.55,12.28,-19.28,3.98,3.85,27.55,-19.28,6,0.92,22.4,60.58,0,0.25,-0.57
TRUALT.NS,TruAlt Bioenergy,25.4,15.99,2.61,2.33,0.65,11.78,2.85,8.38,10.44,14.34,11.96,96.87,146.64,1.09,2.28,5.61,18.24,11.19,24.44,1.8,31.35,-9.56,39.35,-806.21,0,0,70.55,36.85,-0.09,-1.04
TSFINV.NS,Tsf Investments,19.37,25.28,1.56,0.81,0.74,38.94,7.74,8.23,3.38,9.37,3.83,530.21,412.08,0.04,8.46,47.39,21.92,23.49,26.33,282.57,124.09,5.81,26.33,262.98,2.63,47.46,54.99,0,0.07,-0.48
TTML.NS,Tata Tele. Mah.,0,43.63,0,11.27,0,43.27,-66.49,0,55.65,0,51.29,-215.3,-1275.32,0,0.45,-75.78,0.19,-1.1,7.26,-7.19,1.6,51.2,7.26,534.76,0,0,74.36,0,-0.08,0.01
TURTLEMINT.NS,Turtlemint Fintech,0,74.91,0,3.11,0,-34.75,-25.14,-36.23,-35.65,-34.5,-33.46,-184.27,-194.11,0.06,-65.82,-11.78,-34.51,-34.51,25.97,65.73,37.78,33.17,15.76,-184.62,0,0,13.21,0,0,0
TVSMOTOR.NS,TVS Motor Co.,60.28,38.09,21.81,8.49,1.84,26.22,6.18,33.62,17.37,29.75,15.76,3186.43,2379.81,3.43,3.38,5.72,72.15,63.53,32.72,30.52,20.59,45.93,32.72,-1279.6,0.27,18.89,50.27,0,-2.11,2.28
TVSSCS.NS,TVS Supply,76.71,25.83,2.68,2.44,1.07,8.51,2.96,9.7,10.06,1.34,6.55,117.02,-9.64,1.35,1.67,1.73,1.47,2.59,60.82,16.89,3.26,-36.93,71.48,480.98,0,0,43.03,31.87,-0.07,-0.01
UBL.NS,United Breweries,102.54,47.25,7.83,2.48,66.58,41.98,3.82,7.69,10.68,9.47,12.68,413.39,442.41,0.29,6.79,3.7,14.96,15.63,1.54,1.49,7.2,-25.79,1.54,2.34,0.75,63.99,70.84,12.4,-0.07,-0.29
UCOBANK.NS,UCO Bank,11.49,7.54,0.95,0.98,0.81,17.08,0.73,8.61,5.55,7.81,5.55,2767.86,2444.99,10.5,1.37,10.53,2.25,2.21,12.32,5.35,14.19,12.6,14.12,-11014.81,1.7,19.93,90.95,0,-0.02,-0.09
UJJIVANSFB.NS,Ujjivan Small,15.47,15.68,2.05,1.34,-1.08,13.97,1.32,10.75,7.73,15.8,9.12,692.63,726.1,7.25,1.38,10,4.67,3.57,-14.09,14.72,18.51,71.5,-14.27,1661.36,0,0,0,0,-0.42,2.33
ULTRACEMCO.NS,UltraTech Cem.,39.51,32.39,4.45,1.89,2.26,20.02,5.96,11.1,12.66,10.68,12.79,8188.35,6039.64,0.31,7.09,9.26,289.77,277.1,16.68,17.18,11.86,26.72,17.48,5805.25,2.07,86.61,59.33,0,-1.25,1.27
UNIONBANK.NS,Union Bank (I),6.88,7.54,1.01,0.98,0.22,15.37,1.25,15.7,6.3,16.13,6.48,19430.21,18026.95,9.74,1.38,18.19,27.04,25.45,26.88,-1.33,9.58,9.73,31.65,-388.31,2.71,19.64,74.76,0,-0.74,0.46
UNITDSPR.NS,United Spirits,60.76,47.25,12.54,2.48,2.59,39.81,13.23,21.43,26.39,20.73,26.92,1838,1582,0.05,17.96,14.66,25.9,25.27,23.48,3.12,5.52,15.37,23.48,1531,1.1,67.06,56.68,1.18,-1.52,1.78
UNOMINDA.NS,Uno Minda,59.41,30.3,10.66,3.42,2.56,29.32,10.24,19.33,19.65,18.57,19.47,1284.06,1020.57,0.4,9.71,6.62,20.83,20.73,22.91,18.8,20.49,18.84,23.22,203.68,0.21,12.78,68.36,0,-0.81,0.63
UPL.NS,UPL,24.39,21.55,1.39,2.3,-1.16,6.73,2.33,5.64,10.11,1.87,7.01,2220,820,0.68,1.98,4.02,23.94,22.78,-20.96,12.86,-1.09,36.49,-20.97,5502,1.05,26.38,33.5,0,0.61,-0.31
URBANCO.NS,Urban Company,0,51.16,10.47,5.58,0,-113.49,-9.6,-12.01,-7.82,-1.86,-3.77,-234.81,239.77,0.06,-19.81,-15.21,-2.2,-1.52,25.99,39.46,34.69,-240.58,7.52,-138.69,0,0,19.02,0,-0.49,0.68
USHAMART.NS,Usha Martin,27.7,22.43,4.57,1.93,2.95,17.48,11.53,15.1,19.47,16.49,20.1,466.31,406.32,0.07,42.14,12.39,16.64,15.29,9.4,8.54,4.14,34.83,9.4,489.3,0.76,24.55,40.28,0,0.33,0.45
UTIAMC.NS,UTI AMC,21.56,37.44,2.56,7.09,8.91,12.92,10.27,10.33,15.57,14.94,19.63,472.43,812.96,0.03,62.21,32.24,35.9,31.44,2.01,1.63,10.4,-25.24,2.42,365.66,4.46,127.21,0,0,-0.22,-0.45
UTLSOLAR.NS,Fujiyama Power,35.03,27.7,11.49,3.97,0.27,23.2,18.12,36.42,34.95,36.93,31.54,304.13,156.34,0.41,12.96,11.46,9.8,9.93,-17.78,94.97,58.74,131.34,131.95,-514.84,0,0,86.63,0,-0.3,0.38
V2RETAIL.NS,V2 Retail,49.05,46.36,8.89,3.31,0.38,17.21,7.38,23.67,19.53,20.56,15.67,163.34,70.9,1.1,3.14,4.82,4.89,4.48,125.98,63.28,53.94,97.83,129.68,-327.68,0,0,51.43,1.79,0.49,1.37
VAIBHAVGBL.NS,Vaibhav Global,13.33,19.17,2.3,3.14,0.36,8.99,11.7,17.87,16.43,13.73,14.84,266.13,153.13,0.25,20.19,7.26,17.05,15.93,36.09,10.41,11.12,74.33,36.66,290.19,2.64,37.65,57.33,0,0.22,-0.01
VARROC.NS,Varroc Engineer,44.29,30.3,7.07,3.42,1.38,15.21,5.42,15.13,18.98,19.91,17.84,229.83,69.68,0.52,4.24,2.91,12.91,14.73,32.09,14.66,8.86,51.42,32.09,86.78,0.18,10.19,75,0,-0.16,-0.17
VBL.NS,Varun Beverages,43.69,68.02,7.57,4.89,1.82,24.57,12.16,16.21,19.71,21.47,24.47,3062.04,2634.28,0.13,23.5,13.64,10.01,8.98,22.31,14.46,18.08,18.88,23.97,796.93,0.34,16.71,59.43,0,-0.48,0.81
VEDL.NS,Vedanta,9.54,25.97,2.11,5.72,0.55,4.6,11.57,38.15,16.08,31.01,16.21,25096,20535,0.66,8.21,31.89,50.32,44.47,15.52,2.02,-18.95,36.95,17.48,18747,12.69,76.44,54.72,0,1.85,-2.6
VGUARD.NS,V-Guard Industri,38.77,39,6.2,5.17,1.92,23.78,9.16,14.39,18.38,15.01,18.46,308.33,313.72,0.07,45.89,5.39,8.35,7.06,19.78,13.36,13.07,31.69,20.2,279.35,0.45,21.25,53.22,0,-0.06,-0.15
VIDYAWIRES.NS,Vidya Wires,29.65,17.03,3.87,2.48,0.76,18.78,12.31,17.85,20.69,21.3,21.85,57.66,40.56,0.18,9.14,3.13,3.11,2.71,-63.05,31.66,22.07,43.54,38.94,-110.82,0,0,72.8,0,0.87,-7.09
VIJAYA.NS,Vijaya Diagnost.,82.33,35.71,16.11,5.75,3.02,41.14,12.44,19.74,21.29,18.97,20.57,172.98,143.8,0.44,7.84,21.25,18.24,16.81,26.92,20.18,21.03,23.76,27.26,90.7,0.13,11.9,52.51,1.96,-1.73,1.68
VIKRAMSOLR.NS,Vikram Solar,17.28,27.7,1.96,3.97,0.08,6.75,11.16,21.37,30.56,20.19,26.35,469.06,139.1,0.19,3.8,9.86,9.85,12.95,180.52,33.26,32.32,44.08,213.8,384.03,0,0,63.01,9.24,0.43,-0.76
VIKRAN.NS,Vikran Engg.,17.74,16.03,1.31,1.86,0,8.82,4.8,10.86,16.55,0,16.55,91.7,77.81,0.24,2.84,7.41,3.56,3.56,0,36.41,0,19.03,0,-440.19,0,5.06,56.27,0,0.16,-1.09
VIPIND.NS,V I P Inds.,0,24.09,14.85,2.22,0,-19.59,-24.17,-92.37,-28.89,-26.28,-7.3,-338.01,-68.79,2.55,-5.47,-22.36,-26.64,-23.79,0,-10.75,-3.73,-375.47,0,204.63,0,0,42.35,0,-1.89,-0.24
VIYASH.NS,Viyash Scientific,52.67,32.56,3.99,3.99,0.72,15.71,5.73,7.39,13.42,3.8,7.16,224.66,15.77,0.17,8.44,7.31,5.76,4.06,56.12,53.04,34.02,147.82,72.82,225.1,0,0,61.31,0,1.56,-4.22
VMART.NS,V-Mart Retail,46.23,37.5,6.74,5.5,0.32,13.06,4.8,14.2,13.23,2.22,7.46,124,45.77,1.01,3.24,3.3,17.31,15.61,143.22,19.09,15.41,161.1,143.53,336.72,0.12,6.41,44.15,0,-0.45,-0.97
VMM.NS,Vishal Mega Mart,53.89,37.5,6.47,5.5,1.38,23.88,7.83,12.15,14.79,10.39,13.08,839.23,631.97,0.27,7.76,6.5,1.91,1.8,37.31,19.83,19.38,29.66,38.98,1299.21,0,0,40.09,0,-1.58,2.06
VMSTMT.NS,VMS TMT,14.19,22.43,1.05,1.93,0.2,8.56,4.52,13.96,12.95,19.76,14.72,21.03,14.74,1.01,1.95,2.51,3.41,4.24,8.36,8.88,-1.66,42.58,71.08,-64.56,0,0,67.18,0,0,0
VOLTAMP.NS,Volt.Transform.,32.93,33.08,5.82,5.51,2.31,23.81,15.45,17.35,23.5,20.64,28.06,305.38,325.41,0,264.56,13.61,313.38,301.85,14.25,17.84,15.85,-2.6,14.25,14.82,0.97,33.14,30,0,-1.29,2.19
VOLTAS.NS,Voltas,86.52,39,6.33,5.17,4.95,48.39,2.8,6.1,9.04,8.03,11.73,370,834.28,0.16,8.75,2.72,13.58,11.36,17.48,3.8,14.46,-27.9,17.48,-57.68,0.33,35.2,30.3,0,-1.5,0.65
VTL.NS,Vardhman Textile,20.55,18.76,1.65,1.77,-10.22,11.48,5.73,7.3,8.86,7.78,9.47,753.2,886.72,0.18,12.79,7.63,29.31,25.76,-2.03,3.29,-0.89,-0.47,-2.01,-578.98,0.83,19.09,65.08,0,0.38,-1.32
WAAREEENER.NS,Waaree Energies,19.05,27.7,5.33,3.97,0.19,10.37,16.5,32.83,38.78,31.21,39.11,3884.15,1928.13,0.22,19.25,15.49,132.67,129.02,76.01,94.31,57.82,81.21,99.63,-3208.53,0.07,1.55,64.12,0,1.51,-0.24
WAAREERTL.NS,Waaree Renewab.,18.01,27.7,9.78,3.97,0.18,12.62,27.86,69.12,85.38,69.81,90.11,482.55,229.49,0.12,41,14.49,48.93,46.25,100.98,80.19,113.62,75.63,101.14,232.33,0.11,0,74.32,0,0.13,0
WABAG.NS,Va Tech Wabag,32.26,20.07,4.99,2.83,0.35,19.95,6.56,15.89,21.33,14.82,20.26,369.8,294.8,0.09,8.36,9.47,63.38,59.46,93.35,20.45,10.04,30.17,93.48,201.8,0.24,8.43,19.08,0,1.65,0.56
WAKEFIT.NS,Wakefit Innovati,23,27.29,3.98,2.67,0.47,18.46,13.47,23.11,10.9,6.89,3.05,189.18,-35,0.24,4.99,12.67,6.38,5.73,26.81,16.9,22.37,548.81,48.64,215.14,0,0,36.88,0,-0.9,-0.76
WEBELSOLAR.NS,Websol Energy,11.44,27.7,5.7,3.97,0.07,7.83,42.1,66.94,63.18,56.38,36.05,303,154.74,0.21,24.26,28.98,7.3,6.98,145.67,76.28,293.53,57.83,153.82,75.45,0,3.58,29.72,89.39,-0.38,0.11
WELCORP.NS,Welspun Corp,22.9,22.43,5.78,1.93,0.19,15.01,9.1,19.42,22.89,19.25,21.44,1620.49,1902.28,0.26,15.9,9.65,87.55,61.15,117.98,20.21,19.78,41.66,118.6,715.28,0.25,8.18,49.73,0,3.38,-1.53
WELENT.NS,Welspun Enterp,22.77,16.03,2.66,1.86,1.93,11.82,6.4,13.62,16.74,13.17,17.77,392.77,353.83,0.65,3.68,11.8,22.08,25.28,14.82,-1.84,9.44,2,11.79,79.32,0.51,11.63,56.13,0,0.45,-0.07
WELSPUNLIV.NS,Welspun Living,65.05,18.76,3.68,1.77,15.31,21.05,2.19,4.47,6.25,11.1,12.25,212.89,644.02,0.47,3.63,2.41,2.89,2.13,5.88,-3.26,5.11,-48.6,4.25,726.39,0.05,4.69,66.36,0,0.22,0.2
WESTLIFE.NS,Westlife Food,0,88.27,14.97,10.17,0,29.42,-0.85,-3.79,6.34,3.27,8.29,32.33,12.15,2.92,0.97,-0.88,2.03,2.07,0,6.75,4.84,-186.56,0,115.49,0.13,36.18,56.39,0,-0.77,1.05
WEWORK.NS,Wework India,110.27,19.55,30.52,2.09,3.04,8.68,1.23,29.74,20.57,0,117.87,72.22,130.5,18.18,1.1,3.15,6.1,5.33,30.34,27.1,22.78,-54.22,36.25,1134.16,0,0,48.3,34.97,-0.73,0.29
WHIRLPOOL.NS,Whirlpool India,36.13,39,2.37,5.17,2.83,11.83,4.48,7.75,11.07,7.82,10.93,295.3,362.78,0.02,9.17,3.93,19.78,23.15,12.75,6.03,6.41,-23.36,12.75,37.49,0.64,21.59,39.76,0,1.02,-1.67
WIPRO.NS,Wipro,13.57,21.41,2.16,3.34,2.66,8.59,9.85,15.46,17.84,15.5,18.12,13265.5,13218,0.23,12.1,14.29,12.79,12.58,6.7,6.4,0.78,-1.81,5.1,13447.1,6.08,87.42,72.59,0,0.53,-2.64
WOCKPHARMA.NS,Wockhardt,74.64,32.56,6.02,3.99,1.72,35.51,3.24,6.11,7.55,-1.43,3.49,199,-57,0.45,3.08,8.01,25.17,13.11,41.68,18.37,8.36,983.41,43.44,76,0,0,49.09,14.68,0.14,-1.72
XTRANET.NS,Xtranet Techno.,19.59,24.61,0,3.01,0.22,14.32,12.27,34.78,32.81,37.61,35.61,40.73,30.04,0.63,9.04,11.15,10.28,10.28,6.16,32.31,17.96,35.33,89.35,-22.45,0,0,62.62,0,0,0
YATHARTH.NS,Yatharth Hospit.,45.04,46.44,4.59,6.28,1.16,24.06,8.49,10.36,12.37,12.11,16.75,170.3,130.55,0.15,18.39,14.11,18.8,18.2,21.94,44,36.21,27.41,38.67,-112.02,0.06,0,55.8,9.59,0.37,-1.16
YESBANK.NS,Yes Bank,18.93,14.1,1.36,1.33,0.28,17.47,0.79,7.1,5.98,5.33,6.05,3512.05,2446.6,7.32,1.24,11.63,1.2,1.12,63.92,-0.45,9.99,37.81,68.76,20514.7,0,0,0,0,-0.3,2.23
ZAGGLE.NS,Zaggle Prepaid,21.36,24.61,1.9,3.01,0.27,10.3,9.4,10.04,13.49,10.38,14.58,132.86,87.48,0.04,29.22,7.17,9.26,9.88,58.53,38.32,49.59,28.74,79.77,-113.32,0,0,44.3,1.61,-1.75,-1.96
ZEEL.NS,Zee Entertainmen,49.47,37.55,0.88,0.78,0.52,22.17,2,2.4,2.75,3.74,6.07,271.3,679.5,0.02,4.18,3.45,2.11,2.82,95.07,2.42,0.05,-72.62,95.07,553,2.25,70.84,3.99,5.38,-5.22,-2.98
ZENSARTECH.NS,Zensar Tech.,13.87,21.41,2.34,3.34,0.41,8.77,13.54,17.32,22.75,17.65,23.06,774.6,649.8,0.02,88.68,13.38,34.14,34.05,33.74,8.06,5.47,18,33.96,718.7,3.09,43.86,49,0,0.22,-1.68
ZENTEC.NS,Zen Technologies,94.88,70.68,9.12,9.24,1.42,55.98,10.31,10.72,16.18,18.41,33.13,217.92,299.33,0.01,34.94,31.51,19.95,21.43,59.76,-23.5,46.47,-27.66,66.68,185.35,0.05,4.67,48.51,0,0.48,0.36
ZFCVINDIA.NS,ZF Commercial,60.7,30.3,8.11,3.42,3.7,35.58,12.16,14.36,19.08,14.9,19.97,506.68,458.66,0.01,128.96,12.19,42.67,44.52,16.4,7.96,5.59,2.47,16.4,669.02,0.15,1.5,60,0,0.14,-0.76
