Scheme Code,Scheme Name,Fund House,Category,Plan,NAV,NAV Date,Expense Ratio %,TER incl. Costs %,1Y Return %,3Y CAGR %,5Y CAGR %,SD (Annualised) %,Sharpe (3Y),Max Drawdown %,Positive Months %,1Y Rank in Category,3Y Rank in Category,1Y Category Size,3Y Category Size,History (Months),ISIN
153870,The Wealth Company Flexi Cap Fund - Regular Plan - Growth,The Wealth Company Mutual Fund,Equity Scheme - Flexi Cap Fund,Regular,9.8842,11-Sep-2026,2.1,3.81,,,,,,,,,,,,11,INF2F0001016
152584,TRUSTMF Flexi Cap Fund - Direct Plan - Growth,Trust Mutual Fund,Equity Scheme - Flexi Cap Fund,Direct,12.94,11-Sep-2026,0.64,1.83,13.61,,,15.87,,-16.24,71.4,5,,28,,29,INF0GCD01743
152582,TRUSTMF Flexi Cap Fund - Regular Plan - Growth,Trust Mutual Fund,Equity Scheme - Flexi Cap Fund,Regular,12.44,11-Sep-2026,1.89,3.26,11.87,,,15.87,,-16.51,71.4,4,,28,,29,INF0GCD01719
153543,UNIFI FLEXI CAP FUND - Direct Plan - GROWTH,Unifi Mutual Fund,Equity Scheme - Flexi Cap Fund,Direct,10.7763,11-Sep-2026,1.0,1.46,8.85,,,15.77,,-12.39,71.4,10,,28,,15,INF1MIY01031
153542,UNIFI FLEXI CAP FUND - Regular Plan - GROWTH,Unifi Mutual Fund,Equity Scheme - Flexi Cap Fund,Regular,10.6006,11-Sep-2026,2.1,2.74,7.4,,,15.75,,-12.67,71.4,10,,28,,15,INF1MIY01049
151777,ITI Focused Fund - Direct Plan - Growth Option,ITI Mutual Fund,Equity Scheme - Focused Fund,Direct,17.5448,11-Sep-2026,0.59,0.88,14.59,19.61,,16.27,0.81,-17.66,73.0,4,1,18,17,38,INF00XX01CS8
151778,ITI Focused Fund - Regular Plan - Growth Option,ITI Mutual Fund,Equity Scheme - Focused Fund,Regular,16.5345,11-Sep-2026,2.06,2.56,12.47,17.43,,16.22,0.67,-18.26,73.0,4,1,18,17,38,INF00XX01CV2
118421,Bandhan Focused Fund - Direct Plan - Growth,Bandhan Mutual Fund,Equity Scheme - Focused Fund,Direct,109.753,11-Sep-2026,0.67,1.01,9.93,16.93,13.41,15.17,0.69,-15.0,63.3,7,2,18,17,61,INF194K01W21
119727,SBI FOCUSED FUND - Direct Plan - Growth,SBI Mutual Fund,Equity Scheme - Focused Fund,Direct,452.4313,11-Sep-2026,0.57,0.83,16.41,16.67,12.54,13.39,0.76,-17.95,63.3,3,3,18,17,61,INF200K01RJ1
118950,HDFC Focused Fund - Direct Plan - Growth Option,HDFC Mutual Fund,Equity Scheme - Focused Fund,Direct,263.314,11-Sep-2026,0.61,0.8,1.24,16.09,18.6,12.6,0.76,-12.71,70.0,16,4,18,17,61,INF179K01VK7
102756,SBI FOCUSED FUND - Regular Plan - Growth,SBI Mutual Fund,Equity Scheme - Focused Fund,Regular,399.4262,11-Sep-2026,1.23,1.6,15.49,15.72,11.55,13.38,0.69,-18.45,60.0,3,2,18,17,61,INF200K01370
108592,Bandhan Focused Fund - Regular Plan - Growth,Bandhan Mutual Fund,Equity Scheme - Focused Fund,Regular,91.848,11-Sep-2026,1.75,2.27,8.48,15.42,11.93,15.16,0.59,-15.18,63.3,7,3,18,17,61,INF194K01466
122389,Motilal Oswal Focused Fund - Direct Plan - Growth,Motilal Oswal Mutual Fund,Equity Scheme - Focused Fund,Direct,64.0405,11-Sep-2026,0.83,1.72,31.86,15.42,11.18,17.21,0.52,-30.48,63.3,1,5,18,17,61,INF247L01189
147473,Kotak Focused Fund - Direct Plan - Growth option,Kotak Mahindra Mutual Fund,Equity Scheme - Focused Fund,Direct,29.994,11-Sep-2026,0.51,0.73,8.93,15.41,12.62,13.44,0.66,-16.54,66.7,8,6,18,17,61,INF174KA1EN7
102760,HDFC Focused Fund - Regular Plan - Growth Option,HDFC Mutual Fund,Equity Scheme - Focused Fund,Regular,229.663,11-Sep-2026,1.36,1.69,0.23,14.84,17.19,12.58,0.66,-13.0,70.0,15,4,18,17,61,INF179K01574
120834,Quant Focused Fund - Direct Plan - Growth Option,quant Mutual Fund,Equity Scheme - Focused Fund,Direct,104.0338,11-Sep-2026,0.73,1.92,13.75,14.62,14.01,17.46,0.47,-23.26,65.0,5,7,18,17,61,INF966L01853
122387,Motilal Oswal Focused Fund - Regular Plan - Growth,Motilal Oswal Mutual Fund,Equity Scheme - Focused Fund,Regular,54.0812,11-Sep-2026,1.77,2.82,30.33,14.1,9.9,17.2,0.44,-30.81,61.7,1,5,18,17,61,INF247L01155
147477,Kotak Focused Fund - Regular Plan - Growth Option,Kotak Mahindra Mutual Fund,Equity Scheme - Focused Fund,Regular,26.877,11-Sep-2026,1.61,2.03,7.45,13.84,11.0,13.43,0.55,-17.01,66.7,8,6,18,17,61,INF174KA1EK3
119096,DSP Focused Fund - Direct Plan - Growth,DSP Mutual Fund,Equity Scheme - Focused Fund,Direct,61.589,11-Sep-2026,0.83,1.09,5.03,13.61,10.52,14.93,0.48,-15.79,55.0,12,8,18,17,61,INF740K01OB0
119564,Aditya Birla Sun Life Focused Fund - Direct Plan - GROWTH,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Focused Fund,Direct,163.6607,11-Sep-2026,0.75,0.98,5.57,13.46,10.79,13.34,0.52,-14.92,56.7,9,9,18,17,61,INF209K01WE3
150376,Edelweiss Focused Fund - Direct Plan - Growth,Edelweiss Mutual Fund,Equity Scheme - Focused Fund,Direct,17.443,11-Sep-2026,0.65,0.83,3.36,13.45,,14.13,0.49,-15.58,68.8,13,10,18,17,49,INF754K01OP1
109275,Quant Focused Fund - Regular Plan - Growth Option,quant Mutual Fund,Equity Scheme - Focused Fund,Regular,92.2052,11-Sep-2026,1.98,3.39,12.02,12.89,12.12,17.45,0.37,-24.95,63.3,5,7,18,17,61,INF966L01374
147492,Union Focused Fund - Direct Plan - Growth Option,Union Mutual Fund,Equity Scheme - Focused Fund,Direct,29.54,11-Sep-2026,1.27,1.61,10.97,12.48,10.46,13.0,0.46,-15.61,63.3,6,11,18,17,61,INF582M01FS4
112901,DSP Focused Fund - Regular Plan - Growth,DSP Mutual Fund,Equity Scheme - Focused Fund,Regular,54.485,11-Sep-2026,1.69,2.1,3.88,12.41,9.35,14.92,0.4,-16.54,55.0,11,8,18,17,61,INF740K01532
103309,Aditya Birla Sun Life Focused Fund - Regular Plan - GROWTH,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Focused Fund,Regular,143.7605,11-Sep-2026,1.52,1.88,4.58,12.39,9.74,13.33,0.44,-15.24,56.7,9,9,18,17,61,INF209K01462
150382,Edelweiss Focused Fund - Regular Plan - Growth,Edelweiss Mutual Fund,Equity Scheme - Focused Fund,Regular,16.323,11-Sep-2026,1.91,2.29,1.75,11.66,,14.12,0.37,-16.13,68.8,14,10,18,17,49,INF754K01OL0
147490,Union Focused Fund - Regular Plan - Growth Option,Union Mutual Fund,Equity Scheme - Focused Fund,Regular,27.6,11-Sep-2026,2.1,2.56,9.87,11.35,9.38,12.98,0.37,-15.92,61.7,6,11,18,17,61,INF582M01FW6
149533,Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund) - Direct Plan - GROWTH,Sundaram Mutual Fund,Equity Scheme - Focused Fund,Direct,184.0672,11-Sep-2026,1.04,1.3,5.42,11.25,,13.59,0.35,-15.05,63.6,10,12,18,17,56,INF173K01EK6
118692,Nippon India Focused Fund - Direct Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Focused Fund,Direct,133.9938,11-Sep-2026,0.95,1.36,2.81,10.34,11.1,14.28,0.27,-15.9,63.3,14,13,18,17,61,INF204K01F95
147757,Tata Focused Fund - Direct Plan - Growth Option,Tata Mutual Fund,Equity Scheme - Focused Fund,Direct,24.8382,11-Sep-2026,0.62,0.9,-1.57,10.34,10.16,13.78,0.28,-16.74,63.3,17,14,18,17,61,INF277K017X9
149532,Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund) - Regular Plan - GROWTH,Sundaram Mutual Fund,Equity Scheme - Focused Fund,Regular,164.3402,11-Sep-2026,1.89,2.28,4.35,10.13,,13.58,0.27,-16.29,63.6,10,12,18,17,56,INF173K01189
152010,LIC MF Focused Fund - Direct Plan - Growth,LIC Mutual Fund,Equity Scheme - Focused Fund,Direct,24.3572,11-Sep-2026,1.12,2.68,5.07,10.1,,15.36,0.23,-18.65,64.9,11,15,18,17,38,INF397L01KA7
150264,Baroda BNP Paribas Focused Fund - Direct Plan - Growth Option,Baroda BNP Paribas Mutual Fund,Equity Scheme - Focused Fund,Direct,24.3085,11-Sep-2026,0.54,1.26,2.09,10.03,,15.75,0.22,-21.25,64.2,15,16,18,17,54,INF251K01PN0
104637,Nippon India Focused Fund - Regular Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Focused Fund,Regular,120.8337,11-Sep-2026,1.52,2.02,2.09,9.58,10.33,14.28,0.22,-16.14,61.7,13,13,18,17,61,INF204K01GE7
152009,LIC MF Focused Fund - Regular Plan - Growth,LIC Mutual Fund,Equity Scheme - Focused Fund,Regular,21.8878,11-Sep-2026,2.1,3.82,3.83,9.0,,15.36,0.16,-19.08,62.2,12,14,18,17,38,INF397L01KE9
147760,Tata Focused Fund - Regular Plan - Growth Option,Tata Mutual Fund,Equity Scheme - Focused Fund,Regular,22.249,11-Sep-2026,1.77,2.24,-2.97,8.76,8.48,13.76,0.16,-17.75,61.7,17,15,18,17,61,INF277K010Y2
118564,Franklin India Focused Equity Fund - Direct Plan - Growth,Franklin Templeton Mutual Fund,Equity Scheme - Focused Fund,Direct,112.257,11-Sep-2026,0.84,1.17,-6.69,8.5,10.44,13.28,0.15,-16.08,63.3,18,17,18,17,61,INF090I01IW2
150263,Baroda BNP Paribas Focused Fund - Regular Plan - Growth Option,Baroda BNP Paribas Mutual Fund,Equity Scheme - Focused Fund,Regular,21.0253,11-Sep-2026,2.05,3.02,0.2,8.04,,15.73,0.1,-21.84,64.2,16,16,18,17,54,INF251K01PK6
105817,Franklin India Focused Equity Fund - Regular Plan - Growth,Franklin Templeton Mutual Fund,Equity Scheme - Focused Fund,Regular,98.7754,11-Sep-2026,1.48,1.91,-7.43,7.64,9.56,13.27,0.09,-17.08,61.7,18,17,18,17,61,INF090I01981
152358,Old Bridge Focused Fund - Direct Plan - Direct Growth,Old Bridge Mutual Fund,Equity Scheme - Focused Fund,Direct,13.87,11-Sep-2026,0.73,1.08,19.47,,,16.19,,-17.22,58.1,2,,18,,32,INF0S5R01042
152361,Old Bridge Focused Fund - Regular Plan - Regular Growth,Old Bridge Mutual Fund,Equity Scheme - Focused Fund,Regular,13.49,11-Sep-2026,1.62,2.13,18.13,,,16.2,,-17.51,58.1,2,,18,,32,INF0S5R01034
147704,Motilal Oswal Large and Midcap Fund - Direct Plan - Growth,Motilal Oswal Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Direct,41.8687,11-Sep-2026,0.59,0.92,17.91,24.0,19.56,18.68,0.94,-24.12,68.3,1,1,21,18,61,INF247L01999
147701,Motilal Oswal Large and Midcap Fund - Regular Plan - Growth,Motilal Oswal Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Regular,37.9507,11-Sep-2026,1.41,1.87,16.7,22.54,18.01,18.66,0.86,-24.27,66.7,1,1,22,19,61,INF247L01965
118419,Bandhan Large & Mid Cap Fund - Direct Plan - Growth,Bandhan Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Direct,165.294,11-Sep-2026,0.44,1.23,8.1,19.0,17.26,14.71,0.85,-17.32,68.3,9,2,21,18,61,INF194K01V89
108596,Bandhan Large & Mid Cap Fund - Regular Plan - Growth,Bandhan Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Regular,139.951,11-Sep-2026,1.41,2.36,6.82,17.61,15.89,14.7,0.76,-17.72,66.7,10,2,22,19,61,INF194K01524
120596,ICICI Prudential Large & Mid Cap Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Direct,1155.81,11-Sep-2026,0.67,1.34,4.9,16.49,16.85,13.57,0.74,-13.88,68.3,14,3,21,18,61,INF109K011O5
120826,Quant Large & Mid Cap Fund - Direct Plan - Growth Option,quant Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Direct,137.1544,11-Sep-2026,0.63,1.25,14.36,16.29,16.68,17.89,0.55,-22.95,61.7,2,4,21,18,61,INF966L01648
119566,Sundaram Large and Midcap Fund - Direct Plan - GROWTH,Sundaram Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Direct,106.3982,11-Sep-2026,0.66,1.42,13.51,16.06,13.05,14.81,0.65,-18.21,65.0,3,5,21,18,61,INF903J01PR9
120665,UTI Large & Mid Cap Fund - Direct Plan - Growth,UTI Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Direct,197.2088,11-Sep-2026,0.77,1.08,5.65,15.76,14.47,14.2,0.65,-16.9,65.0,12,6,21,18,61,INF789F01UG3
100349,ICICI Prudential Large & Mid Cap Fund - Regular Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Regular,1024.69,11-Sep-2026,1.33,2.1,4.01,15.47,15.85,13.56,0.66,-14.19,66.7,14,3,22,19,61,INF109K01431
118678,Nippon India Vision Large & Mid Cap Fund - Direct Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Direct,1598.5895,11-Sep-2026,0.9,1.51,3.92,15.46,13.55,14.19,0.63,-16.17,66.7,16,7,21,18,61,INF204K01F20
140175,Edelweiss Large & Mid Cap Fund - Direct Plan - Growth,Edelweiss Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Direct,107.504,11-Sep-2026,0.45,0.68,8.43,15.17,13.81,14.49,0.6,-17.42,68.3,8,8,21,18,61,INF843K01AL0
105001,Sundaram Large and Midcap Fund - Regular Plan - GROWTH,Sundaram Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Regular,93.4567,11-Sep-2026,1.54,2.43,12.27,14.83,11.8,14.8,0.56,-18.56,65.0,3,4,22,19,61,INF903J01DT1
104513,Quant Large & Mid Cap Fund - Regular Plan - Growth Option,quant Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Regular,123.5381,11-Sep-2026,1.65,2.45,12.91,14.81,14.97,17.87,0.47,-24.53,61.7,2,5,22,19,61,INF966L01341
100380,Nippon India Vision Large & Mid Cap Fund - Regular Plan - GROWTH Option,Nippon India Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Regular,1475.3639,11-Sep-2026,1.53,2.24,3.19,14.78,12.92,14.18,0.58,-16.36,66.7,17,6,22,19,61,INF204K01406
119350,BANK OF INDIA LARGE & MID CAP FUND - Direct Plan - Growth,Bank of India Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Direct,107.88,11-Sep-2026,0.91,1.47,10.22,14.75,12.45,14.67,0.56,-20.75,65.0,5,9,21,18,61,INF761K01652
100664,UTI Large & Mid Cap Fund - Regular Plan - Growth,UTI Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Regular,182.1863,11-Sep-2026,1.56,1.95,4.66,14.73,13.57,14.2,0.58,-17.21,65.0,13,7,22,19,61,INF789F01869
133710,LIC MF Large & Mid Cap Fund - Direct Plan - Growth,LIC Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Direct,45.4625,11-Sep-2026,0.54,1.66,5.26,14.71,12.29,15.02,0.55,-18.18,65.0,13,10,21,18,61,INF767K01NE9
148474,Baroda BNP Paribas Large and Mid Cap fund - Direct Plan - Growth Option,Baroda BNP Paribas Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Direct,29.8091,11-Sep-2026,0.72,1.16,6.08,14.52,13.42,15.3,0.52,-18.44,68.3,11,11,21,18,61,INF955L01JU2
110599,BANK OF INDIA LARGE & MID CAP FUND - Growth,Bank of India Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Regular,102.58,11-Sep-2026,2.09,2.86,9.51,14.2,11.88,14.68,0.52,-20.92,65.0,5,8,22,19,61,INF761K01041
119218,DSP Large & Mid Cap Fund - Direct Plan - Growth,DSP Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Direct,682.963,11-Sep-2026,0.53,0.81,2.12,13.99,12.14,14.37,0.52,-16.47,65.0,18,12,21,18,61,INF740K01PL6
147750,Union Large & Midcap Fund - Direct Plan - Growth Option,Union Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Direct,29.47,11-Sep-2026,0.83,1.29,8.83,13.83,12.59,14.37,0.51,-17.54,68.3,6,13,21,18,61,INF582M01GA0
140172,Edelweiss Large & Mid Cap Fund - Regular Plan - Growth,Edelweiss Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Regular,89.936,11-Sep-2026,1.61,2.02,6.89,13.53,12.1,14.47,0.49,-17.9,66.7,9,9,22,19,61,INF843K01047
110603,BANK OF INDIA LARGE & MID CAP FUND - Regular Plan - Growth,Bank of India Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Regular,92.54,11-Sep-2026,2.09,2.86,8.72,13.39,11.2,14.66,0.47,-21.2,65.0,6,10,22,19,61,INF761K01108
133711,LIC MF Large & Mid Cap Fund - Regular Plan - Growth,LIC Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Regular,38.9368,11-Sep-2026,1.66,2.88,3.89,13.22,10.78,15.01,0.45,-18.62,63.3,15,11,22,19,61,INF767K01NB5
148471,Baroda BNP Paribas Large and Mid Cap fund - Regular Plan - Growth Option,Baroda BNP Paribas Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Regular,27.346,11-Sep-2026,1.77,2.38,4.7,13.06,11.89,15.3,0.43,-18.88,66.7,12,12,22,19,61,INF955L01JR8
119721,SBI LARGE & MIDCAP FUND - Direct Plan - Growth,SBI Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Direct,692.0832,11-Sep-2026,0.59,0.85,4.55,12.95,13.87,12.98,0.5,-13.44,71.7,15,14,21,18,61,INF200K01UJ5
103819,DSP Large & Mid Cap Fund - Regular Plan - Growth,DSP Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Regular,604.037,11-Sep-2026,1.42,1.86,1.01,12.81,11.02,14.36,0.44,-16.82,63.3,19,13,22,19,61,INF740K01094
118510,Franklin India Large & Mid Cap Fund - Direct Plan - Growth,Franklin Templeton Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Direct,209.0692,11-Sep-2026,1.07,1.58,0.3,12.32,10.63,13.81,0.42,-16.66,61.7,19,15,21,18,61,INF090I01IN1
147748,Union Large & Midcap Fund - Regular Plan - Growth Option,Union Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Regular,27.11,11-Sep-2026,1.92,2.55,7.41,12.3,11.11,14.35,0.4,-17.98,68.3,8,14,22,19,61,INF582M01GD4
103024,SBI LARGE & MIDCAP FUND - Regular Plan - Growth,SBI Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Regular,632.0181,11-Sep-2026,1.28,1.65,3.68,11.98,12.91,12.97,0.42,-13.76,71.7,16,15,22,19,61,INF200K01305
119436,Aditya Birla Sun Life Large & Mid Cap Fund - Direct Plan - GROWTH,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Direct,1063.75,11-Sep-2026,0.94,1.26,8.71,11.96,8.53,15.37,0.36,-21.6,65.0,7,16,21,18,61,INF209K01VH8
102883,Franklin India Large & Mid Cap Fund - Regular Plan - Growth,Franklin Templeton Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Regular,188.8163,11-Sep-2026,1.64,2.23,-0.41,11.53,9.82,13.8,0.36,-16.91,61.7,20,16,22,19,61,INF090I01205
100033,Aditya Birla Sun Life Large & Mid Cap Fund - Regular Plan - GROWTH,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Regular,947.88,11-Sep-2026,1.57,1.99,7.84,11.06,7.64,15.36,0.3,-21.94,65.0,7,17,22,19,61,INF209K01165
135677,Navi Large & Midcap Fund - Direct Plan - Growth,Navi Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Direct,44.2272,11-Sep-2026,0.5,0.66,7.65,10.49,11.64,15.4,0.26,-17.82,63.3,10,17,21,18,61,INF959L01CH6
135678,Navi Large & Midcap Fund - Regular Plan - Growth,Navi Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Regular,36.2243,11-Sep-2026,2.1,2.54,5.66,8.43,9.53,15.38,0.13,-18.47,63.3,11,18,22,19,61,INF959L01CK0
119202,Tata Large & Mid Cap Fund - Direct Plan - Growth Option,Tata Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Direct,564.7167,11-Sep-2026,0.61,0.77,-2.91,7.74,9.79,14.38,0.09,-20.8,61.7,20,18,21,18,61,INF277K01MK8
101824,Tata Large & Mid Cap Fund - Regular Plan - Growth Option,Tata Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Regular,489.0827,11-Sep-2026,1.52,1.83,-4.0,6.55,8.58,14.37,0.0,-22.12,60.0,21,19,22,19,61,INF277K01428
154477,Abakkus Large & Mid Cap Fund - Direct Plan - Growth,Abakkus Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Direct,9.876,11-Sep-2026,0.81,0.95,,,,,,,,,,,,1,INF2JJD01193
154478,Abakkus Large & Mid Cap Fund - Regular Plan - Growth,Abakkus Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Regular,9.859,11-Sep-2026,2.1,2.44,,,,,,,,,,,,1,INF2JJD01201
152821,ITI Large & Mid Cap Fund - Direct Plan - Growth Option,ITI Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Direct,10.553,11-Sep-2026,0.63,1.06,11.89,,,20.44,,-18.84,56.5,4,,21,,24,INF00XX01DA4
152824,ITI Large & Mid Cap Fund - Regular Plan - Growth Option,ITI Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Regular,10.2048,11-Sep-2026,2.04,2.64,10.03,,,20.43,,-19.49,56.5,4,,22,,24,INF00XX01CX8
147706,Motilal Oswal Large and Midcap Fund,Motilal Oswal Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Regular,29.5924,11-Sep-2026,1.41,1.87,,,,,,,,,,,,1,INF247L01AB3
152382,PGIM India Large and Midcap Fund - Direct Plan - Direct Growth,PGIM India Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Direct,13.14,11-Sep-2026,0.6,0.86,3.63,,,15.06,,-14.12,63.3,17,,21,,31,INF663L01Y12
152383,PGIM India Large and Midcap Fund - Regular Plan - Regular Growth,PGIM India Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Regular,12.57,11-Sep-2026,1.99,2.5,1.86,,,15.02,,-14.76,63.3,18,,22,,31,INF663L01X88
153534,Samco Large & Mid Cap Fund - Direct Plan - Growth,Samco Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Direct,8.99,11-Sep-2026,0.74,2.33,-4.26,,,12.54,,-14.92,42.9,21,,21,,15,INF0K1H01271
153533,Samco Large & Mid Cap Fund - Regular Plan - Growth,Samco Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Regular,8.81,11-Sep-2026,2.1,3.81,-5.88,,,12.55,,-16.0,42.9,22,,22,,15,INF0K1H01289
154381,The Wealth Company Large & Mid Cap Fund - Direct Plan - Growth,The Wealth Company Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Direct,10.3692,11-Sep-2026,0.39,3.1,,,,,,,,,,,,3,INF2F0001594
154382,The Wealth Company Large & Mid Cap Fund - Regular Plan - Growth,The Wealth Company Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Regular,10.3154,11-Sep-2026,2.1,,,,,,,,,,,,,3,INF2F0001560
150440,quant Large Cap Fund - Direct Plan - Growth Option,quant Mutual Fund,Equity Scheme - Large Cap Fund,Direct,16.583,11-Sep-2026,0.45,1.48,8.97,14.53,,16.63,0.48,-20.07,60.4,2,1,23,21,49,INF966L01AT0
118870,Taurus Large Cap Fund - Direct Plan - Growth,Taurus Mutual Fund,Equity Scheme - Large Cap Fund,Direct,177.42,11-Sep-2026,1.88,2.54,9.72,14.19,10.65,15.62,0.49,-16.74,65.0,1,2,23,21,61,INF044D01BX3
148980,BANK OF INDIA LARGE CAP FUND - Direct Plan - Growth,Bank of India Mutual Fund,Equity Scheme - Large Cap Fund,Direct,17.79,11-Sep-2026,0.87,1.32,8.67,14.09,10.09,14.97,0.51,-20.21,63.3,3,3,23,21,61,INF761K01FL3
101209,Taurus Large Cap Fund - Regular Plan - Growth,Taurus Mutual Fund,Equity Scheme - Large Cap Fund,Regular,167.3,11-Sep-2026,2.08,2.76,9.48,14.01,10.5,15.63,0.48,-16.79,65.0,1,1,27,23,61,INF044D01773
118479,BANDHAN LARGE CAP FUND - Direct Plan - Growth,Bandhan Mutual Fund,Equity Scheme - Large Cap Fund,Direct,90.02,11-Sep-2026,0.76,1.08,3.62,13.63,10.92,13.78,0.52,-16.61,61.7,6,4,23,21,61,INF194K01Z44
150441,quant Large Cap Fund - Regular Plan - Growth Option,quant Mutual Fund,Equity Scheme - Large Cap Fund,Regular,15.5567,11-Sep-2026,1.64,2.89,7.35,12.82,,16.61,0.38,-20.54,60.4,2,2,27,23,49,INF966L01AW4
148982,BANK OF INDIA LARGE CAP FUND - Regular Plan - Growth,Bank of India Mutual Fund,Equity Scheme - Large Cap Fund,Regular,16.64,11-Sep-2026,2.1,2.77,7.08,12.59,8.69,14.98,0.41,-20.67,63.3,3,3,27,23,61,INF761K01FO7
150187,BARODA BNP PARIBAS LARGE CAP FUND - Direct Plan - Growth Option,Baroda BNP Paribas Mutual Fund,Equity Scheme - Large Cap Fund,Direct,255.2091,11-Sep-2026,0.69,0.91,2.57,12.53,,13.82,0.44,-17.28,62.3,8,5,23,21,54,INF251K01HN7
108799,BANDHAN LARGE CAP FUND - Regular Plan - Growth,Bandhan Mutual Fund,Equity Scheme - Large Cap Fund,Regular,77.345,11-Sep-2026,1.74,2.21,2.39,12.3,9.59,13.78,0.42,-17.01,61.7,5,4,27,23,61,INF194K01516
148353,ITI Large Cap Fund - Direct Plan - Growth Option,ITI Mutual Fund,Equity Scheme - Large Cap Fund,Direct,19.7779,11-Sep-2026,0.59,0.95,5.75,12.29,10.09,14.86,0.39,-16.81,55.9,4,6,23,21,60,INF00XX01804
118632,Nippon India Large Cap Fund - Direct Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Direct,98.4467,11-Sep-2026,0.57,0.88,-1.9,11.65,13.58,13.47,0.38,-14.32,63.3,18,7,23,21,61,INF204K01XI3
120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Direct,116.34,11-Sep-2026,0.71,1.01,-2.73,11.59,11.46,12.48,0.41,-13.99,61.7,19,8,23,21,61,INF109K016L0
119160,Tata Large Cap Fund - Direct Plan - Growth Option,Tata Mutual Fund,Equity Scheme - Large Cap Fund,Direct,578.7656,11-Sep-2026,0.82,1.23,3.2,11.24,10.06,13.81,0.34,-14.99,65.0,7,9,23,21,61,INF277K01QZ7
118617,Edelweiss Large Cap Fund - Direct Plan - Growth,Edelweiss Mutual Fund,Equity Scheme - Large Cap Fund,Direct,96.06,11-Sep-2026,0.59,0.97,2.17,11.21,10.36,13.09,0.36,-16.0,61.7,9,10,23,21,61,INF754K01BW4
150185,BARODA BNP PARIBAS LARGE CAP FUND - Regular Plan - Growth Option,Baroda BNP Paribas Mutual Fund,Equity Scheme - Large Cap Fund,Regular,218.1919,11-Sep-2026,1.7,2.1,1.29,11.18,,13.81,0.34,-17.68,62.3,8,5,27,23,54,INF251K01894
