Symbol,Name,Sector,Industry,Market Cap (Cr),Cap Category,Current Price,EMA 50,EMA 200,RSI 14,MACD Signal,Supertrend,ROC 3M %,ROC 6M %,ROC 12M %,Vol ROC 1M %,Beta 1Y (Daily),Beta 5Y (Monthly),SD 1Y %,ATR % (14D),52W High,52W Low,% from 52W High,% from 52W Low,1Y Max Drawdown %,1Y CAGR %,3Y CAGR %,Market Regime,Drawdown Status,Days Since 52W High,Trend Consistency (12M),Momentum Acceleration,Momentum Quality,Vol Ratio (20D/60D),Vol Trend,EMA Cross,Days Since EMA Cross,RS vs Nifty 1M %,RS vs Nifty 3M %,RS vs Nifty 6M %,Up Capture Ratio,Down Capture Ratio,Capture Ratio
PRUDENT.NS,Prudent Corporate Advisory Services Limited,Financial Services,Asset Management,9370.71,Mid,2262.7,2372.26,2499.97,47.09,Bullish,Bearish,-11.45,-17.41,-6.8,-15.67,1.2496,0.174,40.52,4.46,3098,1750.05,-26.96,29.29,-29.41,-6.8,40.22,Strong Bear,Damaged,175,4,-4.54,-0.43,1.13,Stable,Death Cross,55,2.69,1.46,-7.92,102.5,96.9,1.06
MGL.NS,Mahanagar Gas Limited,Utilities,Utilities - Regulated Gas,9320.67,Mid,943.6,1056.62,1177.12,33.57,Bearish,Bearish,-15,-24.54,-30.47,152.42,0.9468,0.499,31.37,4.22,1586.9,900,-40.54,4.84,-39.69,-30.47,0.77,Strong Bear,Damaged,191,4,-16.62,-0.78,1.1,Stable,Death Cross,156,-10.57,-2.09,-15.05,98.4,133.8,0.74
SBFC.NS,SBFC Finance Limited,Financial Services,Credit Services,9284.6,Mid,83.97,92.74,99.65,35.76,Bearish,Bearish,-19.64,-25.12,-4.56,56.09,0.9044,0.264,34.32,4.14,123,79.6,-31.73,5.49,-31.99,-4.56,,Strong Bear,Damaged,188,6,-6.82,-0.73,0.71,Falling,Death Cross,45,-2.32,-6.73,-15.63,88.7,85.4,1.04
PVRINOX.NS,PVR INOX Limited,Communication Services,Entertainment,9280.39,Mid,945.05,1003.59,1057.21,40.75,Bearish,Bearish,-5.58,-15.17,-3.01,17.73,1.0025,0.224,31.47,3.76,1249.7,830,-24.38,13.86,-25.98,-3.01,-17.49,Strong Bear,Damaged,109,6,-6.6,-0.48,0.93,Stable,Death Cross,89,2.59,7.33,-5.68,86.4,80.7,1.07
ATLANTAELE.NS,ATLANTA ELECTRICALS LTD,Industrials,Electrical Equipment & Parts,9260.66,Mid,1204.3,982.44,901.39,65.55,Bullish,Bullish,32.27,,,167.03,1.7677,,59.66,6.06,1277,707.6,-5.69,70.2,-32.74,,,Bull,Recovering,3,4,25.54,,1.32,Rising,Golden Cross,19,47.34,45.18,,257.2,104.4,2.46
RPOWER.NS,Reliance Power Limited,Utilities,Utilities - Independent Power Producers,9243.45,Mid,22.35,25.81,35.86,45.45,Bullish,Bearish,-36.69,-51.42,-41.51,34.64,1.9381,0.706,56.82,6.34,76.49,20.17,-70.78,10.81,-71.43,-41.51,27.83,Strong Bear,Damaged,210,5,0.78,-0.91,1.32,Rising,Death Cross,106,-0.4,-23.77,-41.94,174.8,215,0.81
ARVIND.NS,Arvind Limited,Consumer Cyclical,Textile Manufacturing,9191.05,Mid,350.65,345.62,334.78,50.26,Bearish,Bullish,13.57,11.48,5.4,-63.36,1.0232,-0.304,36.43,4.41,404,274.8,-13.21,27.6,-29.14,5.4,64.2,Bull,Correcting,230,5,-5.25,0.32,0.9,Stable,Golden Cross,34,10.33,26.48,20.97,96.3,77.4,1.24
VOLTAMP.NS,Voltamp Transformers Limited,Industrials,Electrical Equipment & Parts,9161.05,Mid,9055,8300.39,8116.82,61.36,Bullish,Bullish,16.61,26.88,20.71,-17.93,1.273,-0.368,38.53,3.74,10088,6099.95,-10.24,48.44,-30.36,20.71,49.88,Bull,Correcting,189,6,-4.97,0.7,1.13,Stable,Golden Cross,18,11.62,29.52,36.37,147.4,108.5,1.36
CEMPRO.NS,Cemindia Projects Limited,Industrials,Engineering & Construction,9152.84,Mid,532.8,598.48,714.81,43.41,Bullish,Bearish,-33.26,-33.28,,12.32,1.7664,0.151,41.29,5.17,891,503.3,-40.2,5.86,-40.92,,,Strong Bear,Damaged,105,2,1.3,-0.81,1.17,Rising,Death Cross,60,1.26,-20.35,-23.79,147.5,194.4,0.76
RKFORGE.NS,Ramkrishna Forgings Limited,Industrials,Metal Fabrication,9107.84,Mid,501.95,529.28,571.81,44.72,Bearish,Bearish,-2.13,-7.01,-38.97,-9.64,0.9592,0.063,34.47,4.93,781.7,460.15,-35.79,9.08,-42.65,-38.97,23.37,Strong Bear,Damaged,265,6,-7.31,-0.2,1.26,Rising,Death Cross,296,3.02,10.78,2.48,56.2,108.5,0.52
RITES.NS,RITES Limited,Industrials,Engineering & Construction,9103.12,Mid,189.41,207.33,232.01,43.09,Bearish,Bearish,-22.05,-23.67,-23.54,41.93,1.3612,-0.055,36.63,3.85,316,175,-40.06,8.23,-41.39,-23.54,5.7,Strong Bear,Damaged,214,5,-4.81,-0.65,1.47,Rising,Death Cross,168,-1.11,-9.13,-14.19,119.7,140.2,0.85
VIJAYA.NS,Vijaya Diagnostic Centre Limited,Healthcare,Diagnostics & Research,9101.73,Mid,884.55,954.64,988.19,36.36,Bearish,Bearish,-14.54,-15.93,-13.56,13.18,0.7541,-0.175,33.64,3.39,1180,813.15,-25.04,8.78,-24.56,-13.56,30.26,Strong Bear,Damaged,245,6,-5.38,-0.47,1.09,Stable,Death Cross,44,0.83,-1.62,-6.44,48.6,60.8,0.8
MANYAVAR.NS,Vedant Fashions Limited,Consumer Cyclical,Apparel Manufacturing,9095.7,Mid,374.35,419.21,603.18,48.05,Bullish,Bearish,-35.76,-46.75,-52.05,264.32,0.847,-0.514,29.87,4.56,849.9,329.2,-55.95,13.72,-58.83,-52.05,-31.44,Strong Bear,Damaged,193,3,5.5,-1.57,1.4,Rising,Death Cross,302,4.62,-22.85,-37.26,56.9,141.2,0.4
JUBLINGREA.NS,Jubilant Ingrevia Limited,Basic Materials,Specialty Chemicals,9058.92,Mid,573,603.35,659.93,47.84,Bullish,Bearish,-19.22,-14.14,-17.99,20.87,1.1477,0.144,40.65,4.54,851.8,535.2,-32.73,7.06,-34.69,-17.99,10.22,Strong Bear,Damaged,184,6,2.97,-0.35,1.06,Stable,Death Cross,51,7.61,-6.31,-4.65,97,107.8,0.9
VESUVIUS.NS,Vesuvius India Limited,Industrials,Specialty Industrial Machinery,9011.85,Mid,443.65,484.59,490.79,37.99,Bearish,Bearish,-7.99,-13.51,-2.89,-77.43,1.1351,0.183,35.61,4.74,646,397,-31.32,11.75,-29.67,-2.89,40.47,Strong Bear,Damaged,210,6,-14.69,-0.38,0.81,Falling,Death Cross,8,-6.3,4.93,-4.02,100,92.9,1.08
AAVAS.NS,Aavas Financiers Limited,Financial Services,Mortgage Finance,8995.88,Mid,1134.2,1257.47,1499,42.03,Bullish,Bearish,-23.26,-30.36,-43.44,9.57,0.8681,0.251,32.88,3.81,2234,1060.4,-49.23,6.96,-51.64,-43.44,-14.7,Strong Bear,Damaged,245,4,-4.41,-0.92,1.25,Rising,Death Cross,159,-1.12,-10.35,-20.87,41.4,104.6,0.4
EUREKAFORB.NS,Eureka Forbes Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",8890.95,Mid,459.5,489.59,542.58,48.39,Bullish,Bearish,-27.8,-20.2,-14.93,64.44,0.4564,-0.212,30.83,4.79,668.3,403.2,-31.24,13.96,-34.76,-14.93,,Strong Bear,Damaged,86,5,3.92,-0.66,1.23,Rising,Death Cross,38,5.7,-14.89,-10.71,32.7,42.1,0.78
STAR.NS,Strides Pharma Science Limited,Healthcare,Drug Manufacturers - Specialty & Generic,8881.76,Mid,963.6,891.09,873.79,68.88,Bullish,Bullish,7.75,14.8,33.32,-44.1,0.8184,0.399,43.59,3.45,1025,513.05,-5.99,87.82,-19.44,33.32,48.97,Strong Bull,Recovering,60,6,9.05,0.34,0.66,Falling,Golden Cross,180,22.68,20.66,24.28,124,70.8,1.75
STLTECH.NS,Sterlite Technologies Limited,Technology,Communication Equipment,8858.63,Mid,181.48,158.73,126.7,53.83,Bearish,Bullish,78.17,46.82,112.41,-24.46,1.7322,0.785,70.02,7.21,205.73,58.86,-11.79,208.32,-37.32,112.41,3.42,Strong Bull,Correcting,14,8,-15.76,0.67,1.03,Stable,Golden Cross,35,21.34,91.08,56.31,228.5,93.5,2.44
SANDUMA.NS,The Sandur Manganese & Iron Ores Limited,Basic Materials,Steel,8836.65,Mid,181.74,199.35,193.21,43.73,Bearish,Bearish,-21.73,9.09,21.96,-35.46,1.6804,0.575,53.7,5.22,273,125.77,-33.43,44.51,-35.18,21.96,,Bear,Damaged,63,5,-10.1,0.17,1,Stable,Golden Cross,236,-6.29,-8.82,18.58,187.9,137.2,1.37
INTELLECT.NS,Intellect Design Arena Limited,Technology,Software - Application,8822.14,Mid,635.9,733.92,887.45,40.76,Bullish,Bearish,-36.25,-39.97,-11.81,-22.63,1.3962,0.432,46.14,4.58,1255,577.4,-49.33,10.13,-50.97,-11.81,12.37,Strong Bear,Damaged,205,3,2.84,-0.87,1.09,Stable,Death Cross,50,1.8,-23.34,-30.48,151,147.3,1.03
METROPOLIS.NS,Metropolis Healthcare Limited,Healthcare,Diagnostics & Research,8795.88,Mid,424.25,462.54,474.72,33.02,Bearish,Bearish,-10.2,-16.08,5.38,63.67,0.4332,-0.018,30.04,4.64,565.75,328.75,-25.01,29.05,-23.97,5.38,9.12,Strong Bear,Damaged,149,4,-6.83,-0.54,0.85,Stable,Death Cross,23,0.81,2.71,-6.59,40.9,27,1.51
NAZARA.NS,Nazara Technologies Limited,Communication Services,Electronic Gaming & Multimedia,8774.09,Mid,236.84,252.52,265.84,45.23,Bullish,Bearish,-6.5,-15.11,-1.88,3.51,0.6065,-0.168,38.38,5.57,363.25,215.7,-34.8,9.8,-39.14,-1.88,21.5,Strong Bear,Damaged,183,7,-8.44,-0.39,1.37,Rising,Death Cross,110,0.44,6.41,-5.62,43.4,34.7,1.25
CELLO.NS,Cello World Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",8771.56,Mid,397,446.41,541.23,41.36,Bullish,Bearish,-26.59,-33.6,-31.13,110.85,0.8106,0.203,30.94,4.63,673.8,382.55,-41.08,3.78,-41.33,-31.13,,Strong Bear,Damaged,110,4,3.74,-1.09,1.39,Rising,Death Cross,365,5.92,-13.68,-24.11,64.9,102,0.64
WAAREERTL.NS,Waaree Renewable Technologies Limited,Utilities,Utilities - Renewable,8749.92,Mid,838.55,868.65,956.9,49.81,Bullish,Bearish,-13.23,-20.7,,26.28,1.5824,0.266,46.58,4.25,1358,779.5,-38.25,7.58,-41.2,,,Strong Bear,Damaged,111,5,4.02,-0.44,1.2,Rising,Death Cross,60,10.66,-0.32,-11.21,163.4,157,1.04
KTKBANK.NS,The Karnataka Bank Limited,Financial Services,Banks - Regional,8703.66,Mid,230.17,211.17,196.41,58.73,Bearish,Bullish,15.01,33.45,28.64,93.34,0.8973,0.311,31.68,4.51,238.95,167.55,-3.67,37.37,-19.07,28.64,17.84,Strong Bull,Recovering,10,7,6.85,1.06,1.34,Rising,Golden Cross,85,22.91,27.92,42.94,105,62.7,1.67
NCC.NS,NCC Limited,Industrials,Engineering & Construction,8701.33,Mid,138.59,147.66,178.99,45.36,Bearish,Bearish,-13.44,-32.82,-33.08,-8.78,1.3342,0.317,30.66,4.49,242.15,130,-42.77,6.61,-44.88,-33.08,15.17,Strong Bear,Damaged,211,5,-5.2,-1.07,1.33,Rising,Death Cross,310,1.37,-0.53,-23.33,118.5,158.1,0.75
CYIENT.NS,Cyient Limited,Industrials,Conglomerates,8617.31,Mid,780.45,943.16,1128.58,31.7,Bearish,Bearish,-29.37,-32.41,-39.48,35.79,1.3397,0.336,30.09,4.66,1376,750.3,-43.28,4.02,-43.14,-39.48,-4.64,Strong Bear,Damaged,205,4,-5.55,-1.08,1.17,Rising,Death Cross,311,-4.29,-16.46,-22.92,108.4,161.3,0.67
TRIVENI.NS,Triveni Engineering & Industries Limited,Consumer Defensive,Confectioners,8600.53,Mid,392.7,371.09,369.15,57.13,Bullish,Bullish,1.87,15.37,-0.65,516.83,0.9615,0.277,34.3,4.9,468.1,313.1,-16.11,25.42,-27.44,-0.65,12.47,Bull,Correcting,220,6,-1.34,0.45,1.34,Rising,Golden Cross,5,10.33,14.78,24.86,98.1,87.5,1.12
ASKAUTOLTD.NS,ASK AUTOMOTIVE LIMITED,Consumer Cyclical,Auto Parts,8589.5,Mid,435.7,430.04,455.52,55.98,Bullish,Bullish,-9.89,-23.08,-3.78,35.52,0.9682,-0.134,33.11,4.32,578.5,372.55,-24.68,16.95,-33.61,-3.78,,Strong Bear,Damaged,134,5,5.98,-0.7,1.39,Rising,Death Cross,49,13.74,3.03,-13.59,89.4,86.3,1.04
ELECON.NS,Elecon Engineering Company Limited,Industrials,Specialty Industrial Machinery,8557.49,Mid,381.35,412.01,487.09,44.97,Bearish,Bearish,-19.86,-34.69,-16.32,7.48,1.5783,0.144,44.02,5.27,716.25,352,-46.76,8.34,-49.55,-16.32,25.96,Strong Bear,Damaged,215,4,-3.34,-0.79,0.8,Falling,Death Cross,111,1.09,-6.95,-25.2,156.3,160,0.98
PARKHOSPS.NS,PARK MEDI WORLD LIMITED,Healthcare,Medical Care Facilities,8553.53,Mid,198.03,182.36,161.18,54.21,Bearish,Bullish,33.02,,,-45.26,1.0701,,46.35,5.2,208.72,138.1,-5.12,43.4,-9.55,,,Bull,Recovering,5,,-7.27,,1.37,Rising,Golden Cross,74,14.78,45.94,,165.5,14.1,11.74
LEMONTREE.NS,Lemon Tree Hotels Limited,Consumer Cyclical,Lodging,8536.12,Mid,107.8,118.94,139.21,46,Bullish,Bearish,-32.76,-36.41,-22.37,3.42,1.1124,-0.515,33.81,4.22,180.68,99.61,-40.34,8.22,-43.56,-22.37,10.09,Strong Bear,Damaged,146,7,3.26,-1.08,1.2,Rising,Death Cross,48,3.39,-19.84,-26.92,93.5,114.4,0.82
ASTRAMICRO.NS,Astra Microwave Products Limited,Technology,Communication Equipment,8517.99,Mid,897.15,943.76,951.71,43.02,Bearish,Bearish,-8.46,-17.93,25.37,101.81,0.8495,0.058,40.76,4.65,1195.9,631,-24.98,42.18,-27.24,25.37,51.01,Strong Bear,Damaged,214,6,-6.68,-0.44,1.17,Rising,Death Cross,5,1.55,4.45,-8.45,100.7,57.8,1.74
RAILTEL.NS,RailTel Corporation of India Limited,Communication Services,Telecom Services,8465.71,Mid,263.78,300.59,339.39,41.43,Bearish,Bearish,-28.91,-30.26,-18.49,-8.48,1.6405,0.37,41.38,4.86,478.95,245,-44.93,7.67,-46.17,-18.49,34,Strong Bear,Damaged,214,5,-5.69,-0.73,1.37,Rising,Death Cross,109,-4.27,-16,-20.77,179,186.6,0.96
GRWRHITECH.NS,Garware Hi-Tech Films Limited,Basic Materials,Specialty Chemicals,8425.16,Mid,3623.5,3732.72,3578.4,46.11,Bearish,Bearish,15.65,16.41,-13.15,-53.6,1.9977,0.188,61.86,5.94,4782.9,2317.35,-24.24,56.36,-42.98,-13.15,82.11,Bull,Damaged,219,6,-16.99,0.27,0.85,Stable,Golden Cross,34,-0.73,28.57,25.9,187.3,173.4,1.08
OLECTRA.NS,Olectra Greentech Limited,Industrials,Farm & Heavy Construction Machinery,8420.25,Mid,1025.85,1032.3,1214.27,52.46,Bullish,Bullish,-14.42,-36.35,-18.87,347.31,1.6185,-0.461,45.78,5.74,1714.2,866.6,-40.16,18.38,-47.31,-18.87,24.09,Strong Bear,Damaged,135,5,6.44,-0.79,1.5,Rising,Death Cross,84,12.68,-1.51,-26.87,144,151.6,0.95
VIYASH.NS,Viyash Scientific Limited,Healthcare,Drug Manufacturers - Specialty & Generic,8420.21,Mid,192.93,198.84,196.59,47.45,Bearish,Bearish,,,,12.16,1.3999,0.836,48.94,4.65,240,178.13,-19.61,8.31,-20.22,,,Bear,Correcting,24,,,,1.05,Stable,Golden Cross,53,-3.39,,,,,
CARTRADE.NS,CarTrade Tech Limited,Consumer Cyclical,Auto & Truck Dealerships,8410.9,Mid,1756.2,1997.38,2203.52,45.44,Bullish,Bearish,-34.81,-28.44,-1.51,-55.03,1.5762,-0.015,55.66,5.23,3290.5,1362.5,-46.63,28.9,-49.76,-1.51,53.88,Strong Bear,Damaged,96,7,5.71,-0.51,0.75,Falling,Death Cross,20,5.16,-21.9,-18.96,128.7,105.8,1.22
STARCEMENT.NS,Star Cement Limited,Basic Materials,Building Materials,8318.84,Mid,205.82,212.37,224.29,44.95,Bullish,Bearish,-8.42,-23.44,-3.47,-48.91,0.449,-0.175,26.74,2.83,308.95,196.53,-33.38,4.73,-33.36,-3.47,22.18,Strong Bear,Damaged,150,5,-2.06,-0.88,1.16,Rising,Death Cross,75,6.18,4.49,-13.95,44.6,43.6,1.02
MMTC.NS,MMTC Limited,Industrials,Conglomerates,8284.39,Mid,55.18,59.58,63.38,44.69,Bearish,Bullish,-21.92,-19.08,-1.29,265.53,1.4993,0.51,51.26,5.72,88.19,44.5,-37.43,24,-39.26,-1.29,20.74,Strong Bear,Damaged,218,5,-2.72,-0.37,1.37,Rising,Death Cross,100,1.02,-9.01,-9.59,134.4,114.5,1.17
TIMETECHNO.NS,Time Technoplast Limited,Consumer Cyclical,Packaging & Containers,8269.87,Mid,167.53,176.74,193.1,47.57,Bullish,Bearish,-8.9,-24.94,-16.3,5.5,1.6772,0.139,41.02,4.78,249.15,153.3,-32.76,9.28,-36.09,-16.3,60.41,Strong Bear,Damaged,140,6,-7.75,-0.61,1.36,Rising,Death Cross,83,0.33,4.01,-15.45,146.3,152,0.96
TARIL.NS,TRANS & RECTI. LTD,Industrials,Electrical Equipment & Parts,8233.55,Mid,274.3,283.84,354.23,48,Bearish,Bearish,-4.95,-47.67,-43.54,-55.96,1.8418,-0.859,59.64,6.09,594,224.05,-53.82,22.43,-60,-43.54,108.73,Strong Bear,Damaged,245,5,-10.4,-0.8,0.96,Stable,Death Cross,101,-1,7.96,-38.18,182.9,230.4,0.79
INDIASHLTR.NS,India Shelter Finance Corporation Limited,Financial Services,Mortgage Finance,8228.27,Mid,755.25,742.52,800.83,56,Bullish,Bearish,-6.8,-15.15,-3.84,-4.53,0.7837,-0.119,31.85,5.15,1011.75,650,-25.35,16.19,-33.39,-3.84,,Strong Bear,Damaged,181,7,5.19,-0.48,1.43,Rising,Death Cross,58,13.97,6.11,-5.67,61.9,59.8,1.04
ORKLAINDIA.NS,ORKLA INDIA LIMITED,Consumer Defensive,Packaged Foods,8211.82,Mid,599.45,580.84,638.61,62.36,Bullish,Bullish,-3.95,,,94.14,0.3792,,30.66,3.04,760,533.25,-21.12,12.41,-24.69,,,Strong Bear,Damaged,104,,2.92,,0.81,Falling,Death Cross,103,12.65,8.96,,58.1,80.7,0.72
TITAGARH.NS,Titagarh Rail Systems Limited,Industrials,Railroads,8201.63,Mid,609,700,813.66,39.62,Bullish,Bearish,-32.9,-32.39,-25.72,80.88,1.5387,0.446,37.42,4.49,974.35,568.7,-37.5,7.09,-40.28,-25.72,39.08,Strong Bear,Damaged,195,6,-3.58,-0.87,1.42,Rising,Death Cross,321,-3.5,-19.99,-22.9,150.6,173,0.87
GRINFRA.NS,G R Infraprojects Limited,Industrials,Engineering & Construction,8129.93,Mid,838.7,928.24,1073.07,35.76,Bearish,Bearish,-16.09,-33.89,-19.21,165.83,0.7444,0.465,29.29,4.97,1444.4,785,-41.93,6.84,-43.25,-19.21,-5.29,Strong Bear,Damaged,210,4,-9.43,-1.16,1.2,Rising,Death Cross,131,-3.75,-3.18,-24.4,59,78,0.76
IIFLCAPS.NS,IIFL Capital Services Limited,Financial Services,Capital Markets,8127.25,Mid,260.72,299.65,309.76,38.76,Bearish,Bearish,-19.09,-9.56,20.19,47.86,1.5343,0.245,51.51,6.06,411.3,180,-36.61,44.84,-37.69,20.19,,Strong Bear,Damaged,60,5,-2.89,-0.19,1.18,Rising,Death Cross,9,1.8,-6.18,-0.07,145.7,112.3,1.3
BATAINDIA.NS,Bata India Limited,Consumer Cyclical,Footwear & Accessories,8072.17,Mid,628.05,768.9,984.62,31.12,Bearish,Bearish,-33.25,-47.01,-48.82,28.34,0.8619,0.116,25.87,4.22,1300.7,605,-51.71,3.81,-52.37,-48.82,-23.05,Strong Bear,Damaged,221,3,-9.88,-1.82,1.39,Rising,Death Cross,420,-9.92,-20.33,-37.52,36.1,114.5,0.32
AEQUS.NS,AEQUS LIMITED,Industrials,Aerospace & Defense,8048.81,Mid,122.91,132.33,142.93,43.09,Bullish,Bearish,-8.77,,,12.44,0.4793,,44.16,4.66,165.4,113.3,-25.69,8.48,-27.51,,,Strong Bear,Damaged,75,,-10.69,,1.38,Rising,Death Cross,78,-2.56,4.15,,36.9,74.3,0.5
SHARDACROP.NS,Sharda Cropchem Limited,Basic Materials,Agricultural Inputs,8037.05,Mid,889.6,1002.28,896.46,35.9,Bearish,Bearish,6.5,4.59,54.19,-79.99,1.3775,0.358,56.91,5.86,1297,452.25,-31.41,96.71,-33.7,54.19,23.33,Bear,Damaged,33,8,-26.71,0.08,0.94,Stable,Golden Cross,219,-13.5,19.42,14.08,132.6,52.7,2.52
HCG.NS,HealthCare Global Enterprises Limited,Healthcare,Medical Care Facilities,7989.91,Mid,535.15,579.15,611.84,41.9,Bearish,Bearish,-20.29,-18.33,-1.7,52.61,0.8226,-0.396,32.88,3.86,804.65,501.25,-33.49,6.76,-32.79,-1.7,24.36,Strong Bear,Damaged,110,5,0.47,-0.56,1.08,Stable,Death Cross,26,4.76,-7.37,-8.84,62.2,55,1.13
TSFINV.NS,TSF Investments Limited,Financial Services,Asset Management,7888.63,Mid,357.45,399.55,498.15,43.78,Bullish,Bearish,-22.5,,,66.79,1.7046,0.252,44.38,5.37,701.5,331.7,-49.04,7.76,-50.37,,,Strong Bear,Damaged,120,1,-6.14,,1.3,Rising,Death Cross,98,-2.59,-9.59,,79.7,174.8,0.46
MAHSEAMLES.NS,Maharashtra Seamless Limited,Basic Materials,Steel,7778.66,Mid,580.5,550.77,584.73,59.14,Bullish,Bullish,5.33,-4.94,-17.33,75.08,1.1117,-0.121,30.55,3.47,773.8,500.7,-24.98,15.94,-32.63,-17.33,24.21,Strong Bear,Damaged,196,5,0.25,-0.16,1.33,Rising,Death Cross,146,13.08,18.25,4.55,92.1,106.3,0.87
BANCOINDIA.NS,Banco Products (India) Limited,Consumer Cyclical,Auto Parts,7733.05,Mid,539.65,592.97,607.32,43.58,Bearish,Bearish,-19.48,-33.4,52.4,-17.82,1.6555,0.43,55.62,4.82,879.8,305,-38.66,76.93,-41.02,52.4,72.5,Strong Bear,Damaged,126,6,-6.81,-0.6,1.24,Rising,Death Cross,9,-2.26,-6.57,-23.91,207,126.5,1.64
WABAG.NS,VA Tech Wabag Limited,Industrials,Engineering & Construction,7702.71,Mid,1236.2,1232.52,1326.08,51.52,Bearish,Bearish,-2.64,-15.85,-20.83,47.73,1.3352,0.629,35.11,4.54,1680,1033,-26.42,19.67,-36.2,-20.83,54.24,Strong Bear,Damaged,216,4,-1.2,-0.45,1.23,Rising,Death Cross,105,8.97,10.27,-6.36,106,123.3,0.86
IXIGO.NS,LE TRAVENUES TECHNOLOGY L,Consumer Cyclical,Travel Services,7686.62,Mid,175.42,190.09,216.76,48.59,Bullish,Bearish,-30.65,-37.18,25.02,-6.38,1.0995,0.2654,55.65,5.11,339.15,123.29,-48.28,42.28,-52.08,25.02,,Strong Bear,Damaged,119,6,13.14,-0.67,0.82,Falling,Death Cross,33,13.97,-17.74,-27.69,150.2,96.5,1.56
GMRP&UI.NS,GMR Power And Urban Infra Limited,Energy,Thermal Coal,7681.31,Mid,98.35,106.06,110.52,43.44,Bearish,Bearish,-10.74,-15.47,-13.6,-0.52,1.7669,0.589,45.25,5.28,141.01,89,-30.25,10.51,-34.14,-13.6,73.9,Strong Bear,Damaged,245,8,-15.65,-0.34,1.23,Rising,Death Cross,58,-8.18,2.18,-5.98,183.1,181.2,1.01
KPIGREEN.NS,KPI Green Energy Limited,Utilities,Utilities - Renewable,7659.43,Mid,387.7,392.27,437.33,52.42,Bullish,Bullish,-4.19,-17.52,-11.47,184.69,1.5382,0.192,47.28,5.55,563,335.65,-31.14,15.51,-38.93,-11.47,59.34,Strong Bear,Damaged,185,5,2.64,-0.37,1.48,Rising,Death Cross,90,12.29,8.72,-8.03,138.4,134.2,1.03
PNGJL.NS,P N GADGIL JEWELLERS LTD,Consumer Cyclical,Luxury Goods,7618.61,Mid,561.35,562.99,592.71,51.81,Bullish,Bullish,-8.92,-10.14,5.89,-34.13,0.9062,0.5393,34.21,4.1,701.4,473.8,-19.97,18.48,-25.74,5.89,,Strong Bear,Correcting,115,7,6.07,-0.3,1.22,Rising,Death Cross,53,14.14,3.99,-0.25,104.3,88,1.19
MARKSANS.NS,Marksans Pharma Limited,Healthcare,Drug Manufacturers - General,7614.96,Mid,168.04,171.85,189.3,49.46,Bearish,Bearish,-5.48,-0.8,-26.08,-11.98,1.3219,1.039,40.61,4.43,270.7,155,-37.92,8.41,-40.26,-26.08,35.27,Strong Bear,Damaged,210,6,-3.13,-0.02,1.23,Rising,Death Cross,166,6.09,7.43,8.69,118.8,141.4,0.84
AKUMS.NS,AKUMS DRUGS AND PHARMA L,Healthcare,Drug Manufacturers - Specialty & Generic,7605.78,Mid,496.45,469.45,485.19,56.13,Bearish,Bullish,11.21,5.48,-1.83,-51.22,1.2247,0.9064,33.78,3.93,622.95,405,-20.31,22.58,-30.29,-1.83,,Bull,Damaged,198,6,-0.79,0.16,1.4,Rising,Death Cross,356,13.99,24.13,15.38,115,106.1,1.08
JYOTHYLAB.NS,Jyothy Labs Limited,Consumer Defensive,Household & Personal Products,7551.03,Mid,205.63,237.07,289.48,37.18,Bearish,Bearish,-27.27,-35.27,-39.32,11.19,0.6828,0.097,26.74,4.16,399.9,196.15,-48.58,4.83,-49.42,-39.32,3.75,Strong Bear,Damaged,245,4,-10.07,-1.32,1.36,Rising,Death Cross,344,-8.12,-14.36,-25.78,51.2,107.4,0.48
SANOFI.NS,Sanofi India Limited,Healthcare,Drug Manufacturers - General,7521.78,Mid,3262.4,3752.52,4522.85,28.09,Bearish,Bearish,-20.34,-33.56,-42.56,50.81,0.4799,0.009,20.49,2.9,6717,3160,-51.43,3.24,-49.75,-42.56,-13.75,Strong Bear,Damaged,244,4,-11.97,-1.64,1.18,Rising,Death Cross,453,-7.7,-7.42,-24.07,15.7,81.2,0.19
RHIM.NS,RHI Magnesita India Limited,Industrials,Metal Fabrication,7519.75,Mid,364.15,404.41,448.53,43.01,Bearish,Bearish,-18.95,-19.34,-22.07,-26.77,1.0665,0.026,38.51,5.12,537.7,323.05,-32.28,12.72,-37.07,-22.07,-17.67,Strong Bear,Damaged,260,5,-10.86,-0.5,1.1,Stable,Death Cross,546,-6.12,-6.04,-9.85,87,105.6,0.82
SAFARI.NS,Safari Industries (India) Limited,Consumer Cyclical,Footwear & Accessories,7462.01,Mid,1523.1,1761.9,2031.43,40.38,Bullish,Bearish,-31.78,-31.11,-26.13,18.11,0.4862,-0.839,32.34,5.52,2507.1,1391.2,-39.25,9.48,-42.59,-26.13,13.73,Strong Bear,Damaged,90,5,-7.49,-0.96,1.13,Stable,Death Cross,50,-7.03,-18.87,-21.62,32,58.7,0.55
TEJASNET.NS,Tejas Networks Limited,Technology,Communication Equipment,7451,Mid,420.05,410.39,527.43,51.27,Bearish,Bearish,-7.77,-27.93,-48.77,476.2,1.2382,-0.694,54.11,7.11,914.4,294,-54.06,42.87,-66.56,-48.77,-11.78,Strong Bear,Damaged,245,4,15.8,-0.52,1.04,Stable,Death Cross,305,24.25,5.14,-18.44,89.1,151.5,0.59
